Store,Dept,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday_True,Year,Month,Week,DayOfWeek,Quarter,Actual,Predicted,Resid,Anomaly_RMSE,Resid_zscore,Anomaly_Z
20,55,1.0989426483894524,-1.952527964572813,-0.48204968715241386,0.8536984327430178,-0.25561652561792925,False,2010,12,50,4,4,58966.33,49602.24339999998,9364.086600000024,1,2.5672751483750855,0
24,11,1.10020534689319,0.822854289177002,-0.9531367273556488,-0.9862136470309291,0.08410445146289847,False,2010,7,29,4,3,14500.07,26754.881599999986,-12254.811599999986,1,-3.3636843392061944,1
15,72,-0.21303389435776243,-1.1686993046270644,0.5800771118243224,-0.8860971181243504,-0.05060323455177461,False,2011,12,49,4,4,40725.49,62595.04039999998,-21869.550399999986,1,-6.0014055486282265,1
1,91,0.23920895416273869,1.0440175625226904,0.06973281827081843,1.2911565507757152,-0.4386257723549943,False,2012,6,24,4,2,76138.44,63957.82530000007,12180.614699999933,1,3.339965500223531,1
14,38,1.0523047971604909,-1.7768983063277077,-1.2584709200799677,0.27245794161131903,0.5537029584861589,False,2010,2,5,4,1,129530.62,113231.07269999999,16299.547300000006,1,4.46995936747243,1
24,38,1.10020534689319,-1.1643627698555803,0.9486591016129644,-0.8717916424611878,0.37498718381330653,False,2012,2,5,4,1,76126.16,64155.291599999946,11970.868400000058,1,3.282423399952698,1
23,22,-0.36396736225908566,-2.2246455214834393,-0.40135422193241554,-0.9802775827907231,-1.434711291252333,True,2010,12,52,4,4,16300.52,25325.387700000007,-9024.867700000006,1,-2.477576904829166,0
20,87,1.0989426483894524,0.9599972013251863,1.0489831935080982,0.9580702165025661,-0.36832016730351175,False,2011,8,31,4,3,59935.75,40782.28830000003,19153.46169999997,1,5.252906330395112,1
14,90,1.0523047971604909,0.8830237091313436,1.223459875064852,0.37162511832736767,0.3009247907056381,False,2011,6,22,4,2,100586.38,108343.24449999997,-7756.864499999967,1,-2.1297110913288435,0
6,38,1.0786574789203154,0.8889864444421343,-1.6074242831934742,1.0703311238858837,-0.5298620537195134,False,2010,9,38,4,3,63530.58,80565.67919999997,-17035.099199999968,1,-4.675115284127662,1
30,90,-1.5372110564138195,-0.7345037606322203,-0.5431165256972776,1.2205961067125537,-0.27869393796307246,False,2011,12,51,4,4,44235.52,36345.9252,7889.594799999999,1,2.1627609566864945,0
13,1,1.3593537164330218,-0.5339390274510811,1.0555260690664767,-1.023631321759003,-1.0708395338103094,False,2012,4,16,4,2,30200.67,51597.27499999997,-21396.604999999974,1,-5.871657030397174,1
41,92,0.9772480302564972,-1.122623622680046,0.8701445949124252,0.7112496992762489,-0.947402211964195,False,2012,10,41,4,4,145984.9,135309.74630000014,10675.15369999985,1,2.926955173863139,0
19,10,1.10020534689319,-0.17780110934295057,1.7381660856572752,-0.8289858483950474,0.12489243607291813,False,2012,9,39,4,3,25830.35,33347.12160000002,-7516.771600000022,1,-2.0638436613616875,0
1,79,0.23920895416273869,0.6754121069465432,-1.147242035587537,0.9994584264853464,-0.08173090701731635,False,2010,5,18,4,2,44039.92,30984.772800000035,13055.147199999963,1,3.5798859984880242,1
3,38,-1.6289780801400044,-0.27754140908708474,-0.4122590145297124,1.3012770206704207,-0.40964483592155865,False,2011,12,48,4,4,124296.12,92561.66110000003,31734.45889999997,1,8.704395116561534,1
29,7,-0.7066178198642735,-1.2906643450750543,0.08936144494595394,-0.8825170834060657,0.7495926214158609,True,2011,12,52,4,4,20985.09,34519.5765,-13534.486500000003,1,-3.714752183596836,1
10,32,-0.16752755217760468,-0.22604505867571104,-1.0556417777702418,-1.1395439098061173,0.9685596966907076,False,2010,3,9,4,1,20259.87,31620.84440000001,-11360.97440000001,1,-3.118467761901947,1
13,13,1.3593537164330218,-1.0537811331827363,-1.4831096475842873,-1.1395439098061173,0.19090456906018846,False,2010,3,9,4,1,53915.97,46559.86050000004,7356.109499999962,1,2.016403835604331,0
15,38,-0.21303389435776243,0.290002579130895,1.5854989892951152,-0.8333832791824473,0.12489243607291813,False,2012,9,37,4,3,45216.16,53570.83719999995,-8354.677199999947,1,-2.2937158834352918,0
4,9,1.133724252628773,1.3280605900548985,0.23548566574973442,-1.0748282769101312,-1.2431151003868426,False,2011,7,27,4,3,47344.76,39011.89610000002,8332.863899999982,1,2.2843680362830163,0
11,95,1.1605524961627327,1.2559656994789756,-1.5725289468821233,1.1106806770602087,-0.32967891872559774,False,2010,7,30,4,3,73178.85,81237.35689999997,-8058.506899999964,1,-2.2124640992567297,0
6,72,1.0786574789203154,-0.7204100226248972,-0.5060402308664678,1.2749565715291962,-0.7563427051067314,True,2011,12,52,4,4,105780.82,95680.2612,10100.558800000013,1,2.769319986253539,0
17,95,-0.7139972267042991,0.4818942427690662,-1.1930421644961846,-1.1507567377706174,-0.6779868399348503,False,2010,7,26,4,3,68665.19,56555.71860000006,12109.471399999944,1,3.3204479454337696,1
4,9,1.133724252628773,-0.6575302684383777,-0.2966682129983633,-1.0563422133387106,-1.511993788408161,True,2011,11,47,4,4,54314.2,36671.4418,17642.758199999997,1,4.838457769078185,1
41,9,0.9772480302564972,-0.9719290393709742,-1.336985426780506,0.5043455040203763,-0.24273610942529125,False,2010,10,43,4,4,15897.53,25610.500499999995,-9712.970499999994,1,-2.666352012253057,0
26,95,0.25885457503907344,-0.013012788026555323,1.2278217921037702,-0.9259477059101855,-0.07636406693705063,False,2011,6,23,4,2,85780.5,73175.3024000001,12605.197599999898,1,3.45644618095589,1
9,38,-0.17866225716510994,-0.30681301879460227,-0.0022388128713422286,1.345755033556336,-1.2307713682022312,False,2012,2,5,4,1,95825.57,88203.59620000004,7621.973799999963,1,2.0893414283487273,0
24,92,1.10020534689319,0.6895058449538667,1.5593274870616012,-0.8357930431635013,0.5327722821731213,True,2012,9,36,4,3,148160.88,124150.71350000003,24010.166499999978,1,6.585301679383876,1
10,32,-0.16752755217760468,-0.6358475945809573,0.39251467915081273,-1.0525589825880486,-0.04630976248756194,False,2011,12,51,4,4,79217.46,36844.20400000003,42373.25599999998,1,11.623057946321158,1
41,38,0.9772480302564972,-0.5165928883651448,0.9464781430935052,0.5524781445126716,-0.55079273003255,False,2011,5,21,4,2,54452.97,45438.042199999996,9014.927800000005,1,2.471486423234014,0
14,92,1.0523047971604909,0.5843448767453777,-1.4438523942340182,0.2910228678178017,0.42006864048753934,True,2010,9,36,4,3,205314.67,191684.06690000012,13630.603099999891,1,3.737757394070487,1
28,95,1.1409232739682647,1.4592407668922922,-0.4406114752826856,-1.152677102435034,3.3380195921280724,False,2010,8,32,4,3,100079.79,117834.62800000003,-17754.838000000032,1,-4.872569457090128,1
31,1,1.0990738378443863,-1.0109578523143308,-0.4427924338021448,1.2105215340440636,-0.27869393796307246,False,2011,12,49,4,4,22576.29,34828.47919999999,-12252.189199999986,1,-3.3629649062352653,1
14,95,1.0523047971604909,-0.7328775600929137,0.11771390569892617,0.44568094784299483,0.30199815872169067,False,2011,12,49,4,4,148827.47,135211.03760000004,13616.432399999961,1,3.7338697839419446,1
38,95,-1.5912939092102738,-0.5236397573688065,0.5190102732794596,-1.048141947226807,2.268408364131092,False,2012,1,1,4,1,47775.57,39867.9206,7907.649400000002,1,2.1677140815022864,0
4,23,1.133724252628773,0.41196761957888495,1.096964280936205,-1.0256687699333915,-1.960124935110358,False,2012,4,14,4,2,52403.46,44585.03440000004,7818.425599999959,1,2.1432362964536336,0
12,34,-0.40160233714321614,-0.4374511287855602,-0.2726776692843095,-1.1291939895318077,3.409398565195609,False,2010,12,51,4,4,37267.5,26398.284199999995,10869.215800000005,1,2.9801944482483558,0
16,38,-1.3042021857695452,-1.4440692626163036,-1.4591191038702336,0.47325536191229,-0.494440909189759,False,2010,3,11,4,1,44556.46,53302.971199999985,-8746.511199999986,1,-2.401212184049592,0
28,95,1.1409232739682647,-0.3967961153028969,-0.2726776692843095,-1.1318522824089663,3.409398565195609,False,2010,12,50,4,4,74912.07,85322.9796,-10410.909599999999,1,-2.8578256243032296,0
27,92,1.1061908657745443,-1.6066893165469571,0.11989486421838534,-0.8698872714721623,-0.0715339108648112,True,2011,2,6,4,1,146678.31,156196.42850000007,-9518.11850000007,1,-2.612896035570872,0
23,1,-0.36396736225908566,-2.090755010413868,-0.23123945741458118,-0.9688923050578877,-1.527557624640932,True,2011,2,6,4,1,43500.89,35194.240100000025,8306.649899999975,1,2.2771764499880454,0
34,1,0.35070359217459185,-1.2380838609708098,0.2878286702167605,-1.0405548571273993,0.9084510877917302,False,2012,2,7,4,1,50097.48,37582.6859,12514.794100000006,1,3.4316447553201046,1
40,72,0.3009991874365529,-1.471714671784515,-0.6347167835145738,-0.9797183021189765,-1.434711291252333,True,2010,11,47,4,4,129601.64,247732.74270000003,-118131.10270000003,1,-32.4099376403787,1
10,67,-0.16752755217760468,0.09106404648906284,0.15042828349081772,-1.1033592266617132,0.42060532449556565,False,2011,2,7,4,1,24468.64,13654.696300000001,10813.943699999998,1,2.9650310211920416,0
23,17,-0.36396736225908566,-2.0078187829092347,-0.484230645671874,-0.983714338386367,-1.434711291252333,False,2010,12,50,4,4,43197.38,34882.779299999995,8314.600700000003,1,2.2793576838445433,0
27,95,1.1061908657745443,0.8759768401276823,-0.8789841376940281,-0.8894367497448853,0.011652110379309353,False,2010,7,26,4,3,154604.87,144631.94650000008,9972.923499999917,1,2.734304335294701,0
15,72,-0.21303389435776243,-1.818637453503242,-0.05458181733836833,-0.9802775827907231,0.05727025106156892,True,2010,12,52,4,4,45805.54,59795.39380000006,-13989.853800000063,1,-3.839678300704396,1
2,38,1.0754105399107041,0.6277102244602184,-0.18980124554485195,1.169657325693351,-0.27869393796307246,False,2011,10,41,4,4,96658.98,75762.0873,20896.892699999997,1,5.731201687296948,1
29,92,-0.7066178198642735,0.6575239010141714,0.9486591016129644,-0.8934888315485661,1.0211547294773122,False,2011,8,34,4,3,36619.76,23720.479900000017,12899.280099999985,1,3.5371251950930276,1
32,38,1.0868896172174107,0.22224422332645616,-1.2388422934048322,0.49463127807719315,0.5671200586868227,False,2010,9,38,4,3,63862.19,50826.748,13035.442000000003,1,3.574480045704804,1
19,14,1.10020534689319,-0.7816635762721096,0.6651344940832401,-0.8864069658985426,-0.05060323455177461,False,2011,12,48,4,4,25733.44,33064.5877,-7331.147699999998,1,-2.0129193348468895,0
14,16,1.0523047971604909,0.7659372703012736,0.44267672509837963,0.5072281348169556,0.3256122550748606,False,2012,6,25,4,2,53591.71,66353.31600000002,-12761.606000000022,1,-3.5027190405645303,1
2,49,1.0754105399107041,0.28837637859158843,-1.289004339352399,0.9980078591174038,0.12864922412910404,False,2010,4,14,4,2,8478.3,15838.359200000008,-7360.059200000009,1,-2.0208509571543236,0
45,18,-0.3034890235346093,-0.6168752549557144,0.28564771169730135,0.4379160043959568,0.30199815872169067,True,2011,11,47,4,4,22670.12,36747.859200000006,-14077.739200000007,1,-3.8637889071806106,1
18,72,-0.2636074292347378,0.31819005514554133,-1.2126707911713193,-0.9890034695655415,0.7023644287095221,False,2010,6,24,4,2,87343.95,68620.70390000005,18723.246099999946,1,5.134880366679457,1
12,32,-0.40160233714321614,-0.44937659940714175,0.9159447238210737,-1.0405548571273993,2.268408364131092,False,2012,2,7,4,1,21231.01,12657.927400000013,8573.082599999985,1,2.3502699784023173,0
4,72,1.133724252628773,-1.0180047213179924,0.39251467915081273,-1.038113894881577,-1.7996564167104094,False,2012,2,8,4,1,107649.71,131319.88439999986,-23670.174399999858,1,-6.4953913150428075,1
11,38,1.1605524961627327,1.3486591302194477,0.06973281827081843,1.3805821465668182,-0.6956974121997278,False,2012,6,24,4,2,62669.74,72708.0933,-10038.353299999995,1,-2.7556179955100473,0
42,95,-1.5912939092102738,-0.6054918511805686,0.1460663664518984,-1.0503504636305891,-0.04630976248756194,True,2011,12,52,4,4,44091.14,53964.171099999956,-9873.031099999956,1,-2.710263266442585,0
34,38,0.35070359217459185,0.9995680811149789,-1.6139671587518527,-1.1504858820816133,0.9959305811000635,False,2010,7,28,4,3,51874.2,43964.93180000001,7909.268199999984,1,2.1681581854121883,0
28,93,1.1409232739682647,0.474847373765404,-0.7568504606043014,-1.1445679438366043,3.409398565195609,False,2010,10,42,4,4,31897.8,44705.42439999996,-12807.62439999996,1,-3.5153437943127557,1
13,9,1.3593537164330218,-1.805085782342354,-1.0752704044453765,-1.1265356941009723,-0.08870779912166188,True,2010,12,52,4,4,21892.83,33616.01319999997,-11723.18319999997,1,-3.217836642728871,1
19,2,1.10020534689319,-1.704261348905349,-0.05458181733836833,-0.9802775827907231,0.05727025106156892,True,2010,12,52,4,4,38007.95,64012.280599999984,-26004.330599999987,1,-7.135747069152766,1
27,91,1.1061908657745443,-1.7834031084849333,-0.8877079717718657,-0.9154798696273928,0.14850653242608805,False,2010,2,5,4,1,88143.67,74303.86479999995,13839.805200000046,1,3.7951501977341744,1
6,95,1.0786574789203154,0.26994610581278083,0.27692387761946363,1.1415332200072488,-0.5915807146425707,False,2011,3,11,4,1,97465.07,81917.00990000003,15548.060099999973,1,4.263795292994477,1
31,92,1.0990738378443863,0.09811091549272423,-0.11564865588323212,1.1916750139392491,-0.27869393796307246,False,2011,11,46,4,4,156087.44,133405.4618000001,22681.978199999896,1,6.220924599372466,1
20,91,1.0989426483894524,-0.5436962306869203,1.3848508055048485,1.0990195512009764,-0.44077250838710036,False,2012,4,14,4,2,90366.66,74412.269,15954.391000000003,1,4.375268693912411,1
2,72,1.0754105399107041,-1.1058195504405453,-1.8473297203340109,1.0149130744111945,0.19519804112440067,False,2010,2,7,4,1,121968.09,102790.92319999995,19177.16680000005,1,5.259409621471691,1
27,87,1.1061908657745443,-1.6533070653404112,-0.05458181733836833,-0.8819550983909945,0.03258278669234642,True,2010,12,52,4,4,12126.18,20976.527099999985,-8850.347099999984,1,-2.4296986735348205,0
23,87,-0.36396736225908566,0.5117079193230191,1.1820216631951226,-0.8975640036943949,-1.812000148895021,False,2011,8,31,4,3,42145.07,33532.52429999998,8612.545700000017,1,2.361096341762248,0
36,94,-1.5876861991995945,1.3296867905942051,-1.7426437113999587,0.9991837070839257,0.21451866541335743,False,2010,8,34,4,3,57101.66,65751.4505,-8649.790500000003,1,-2.3746776887203893,0
10,7,-0.16752755217760468,0.4244351570469019,2.0347764443037546,-1.0274678758268962,-0.2228788011283077,False,2012,3,13,4,1,45081.04,53016.140900000006,-7935.100900000005,1,-2.178608720515726,0
27,92,1.1061908657745443,0.08781164541044965,1.6487467863594383,-0.839435188399563,-0.12627567968352288,False,2011,4,17,4,2,123209.0,142480.79579999996,-19271.795799999963,1,-5.28873383202437,1
13,7,1.3593537164330218,-0.8803197423233726,0.70221078891405,-1.0777045669281708,-0.4117915719536652,False,2011,4,17,4,2,58202.27,66663.7713,-8461.501299999996,1,-2.3230221599872403,0
35,7,-0.5419258578767693,0.7697317382263226,-1.121070533354024,-0.8933725039268127,0.5853673149597269,False,2010,6,22,4,2,53364.76,40584.27279999996,12780.48720000004,1,3.504535380811374,1
4,72,1.133724252628773,0.22387042386576275,0.9159447238210737,-1.0777045669281708,-1.0810365299628146,False,2011,4,17,4,2,73094.91,84394.08659999997,-11299.176599999962,1,-3.1015140649636854,1
13,72,1.3593537164330218,-1.425096922991061,-0.6129071983199791,-1.048141947226807,-0.9962404566946143,False,2012,1,1,4,1,61857.31,72384.16110000003,-10526.851100000029,1,-2.88963318142608,0
27,91,1.1061908657745443,0.9095849846066842,1.1449453683643127,-0.8084362023248023,-0.05919017868019995,False,2011,7,27,4,3,67874.3,59768.587900000035,8105.712099999968,1,2.2220508862197796,0
28,93,1.1409232739682647,-0.13335162793523866,1.1056881150140427,-1.079980745542257,3.0997318925642703,False,2011,4,15,4,2,38939.19,47875.171999999955,-8935.981999999953,1,-2.4531918746186245,0
15,72,-0.21303389435776243,-0.4797323428075301,0.9028589727043168,-0.886890461115308,-0.05060323455177461,False,2011,10,40,4,4,28438.06,39561.61640000001,-11123.556400000012,1,-3.0533341678308785,1
27,93,1.1061908657745443,1.192001811599585,0.6215153236940517,-0.740017554761717,0.14957990044214156,False,2012,7,27,4,3,77763.41,55721.20189999998,22042.208100000025,1,6.045409154072619,1
2,38,1.0754105399107041,1.8023690806859705,0.7043917474335102,1.1235130415000332,-0.05811681066414642,False,2011,8,31,4,3,78094.88,86022.90859999992,-7928.028599999918,1,-2.1766684956071067,0
10,72,-0.16752755217760468,1.2852373091864928,-0.597640488683763,-1.151708352518452,0.6647965481476611,False,2010,9,35,4,3,118055.84,132023.03690000006,-13967.196900000068,1,-3.8334625743167234,1
28,92,1.1409232739682647,0.23145935971585993,2.0347764443037546,-1.0274678758268962,2.268408364131092,False,2012,3,13,4,1,79777.05,98891.33570000003,-19114.285700000022,1,-5.2455222856568255,1
14,94,1.0523047971604909,-1.6034369154683439,-0.48204968715241386,0.28896853728863126,0.4098716443350342,False,2010,12,50,4,4,52368.12,63908.71439999993,-11540.594399999929,1,-3.1677449698939286,1
10,38,-0.16752755217760468,0.13226112681816155,0.7741824200562116,-1.087505633191538,0.42060532449556565,False,2011,3,12,4,1,82024.98,96372.93270000005,-14347.952700000053,1,-3.9379196656804965,1
20,8,1.0989426483894524,-1.8522455979822434,-1.2584709200799677,0.8438686708177711,0.1216723320247585,False,2010,2,5,4,1,89319.61,73097.88720000006,16221.722799999945,1,4.448608882708057,1
44,38,-1.5876861991995945,0.4266034244326435,1.0031830645994506,-1.0263637555235312,-1.3703092102891428,False,2012,9,38,4,3,47665.62,58493.63140000007,-10828.011400000069,1,-2.9722539293496744,0
18,72,-0.2636074292347378,0.44123922928640286,0.9224875993794514,-0.8927103713837574,0.49896118966744724,False,2011,9,35,4,3,31163.36,42183.03059999995,-11019.670599999947,1,-3.024833988708181,1
4,5,1.133724252628773,-0.17075424033928915,-1.402414182364289,-1.1431667160506842,-0.44721271648341965,False,2010,10,43,4,4,36051.3,45966.567800000004,-9915.267800000001,1,-2.721850543197947,0
41,91,0.9772480302564972,-1.4077507839051249,-0.5278498160610615,0.6424197770191022,-0.644712431437202,True,2011,12,52,4,4,39759.28,53732.01949999994,-13972.739499999938,1,-3.834983139136955,1
35,6,-0.5419258578767693,-0.6618668032098617,0.28564771169730135,-0.7860257152337098,0.4211420085035919,True,2011,11,47,4,4,32321.64,22959.808800000017,9361.831199999982,1,2.5666563987096405,0
27,95,1.1061908657745443,0.553989133344989,-1.0381941096145664,-0.8847194531107158,0.011652110379309353,False,2010,8,34,4,3,125035.16,133787.28150000013,-8752.121500000125,1,-2.402751321784835,0
20,94,1.0989426483894524,0.8613410352739237,-1.2126707911713193,0.8593486716430718,-0.2325391132727861,False,2010,8,32,4,3,71042.64,62314.485699999976,8728.154300000024,1,2.3928125706224237,0
39,95,0.7769873273000697,-0.677044674910056,-0.5060402308664678,1.2009503395169092,-0.13110583575576182,True,2011,12,52,4,4,88294.97,106994.94589999999,-18699.97589999999,1,-5.131859941888164,1
20,93,1.0989426483894524,0.545316063802021,0.7480109178226986,0.9627495220927033,-0.36832016730351175,False,2011,8,34,4,3,45504.79,55154.17309999989,-9649.38309999989,1,-2.64890735388831,0
12,1,-0.40160233714321614,0.23145935971585993,2.0347764443037546,-1.0274678758268962,2.268408364131092,False,2012,3,13,4,1,20107.28,40673.616199999975,-20566.336199999976,1,-5.643879898970433,1
19,1,1.10020534689319,-1.072753472807979,-0.6456215761118707,-0.9761076769109105,0.05727025106156892,False,2010,11,45,4,4,13686.71,21470.147999999994,-7783.437999999995,1,-2.1370013033685766,0
14,38,1.0523047971604909,0.927473190539056,0.6236962822135109,0.5098062448083451,0.38840428401397037,False,2012,7,30,4,3,89911.63,80884.77639999989,9026.853600000119,1,2.4747581642822083,0
20,3,1.0989426483894524,0.26723577158060347,-1.4438523942340182,0.8561132734327863,-0.2325391132727861,True,2010,9,36,4,3,18926.93,27778.33520000001,-8851.405200000008,1,-2.429988954203886,0
18,72,-0.2636074292347378,-1.730822624380689,-0.46024010195782017,-0.9819959618653835,0.7356388372071699,False,2010,12,51,4,4,181627.39,140288.2930000001,41339.09699999992,1,11.339345285482691,1
23,71,-0.36396736225908566,0.44720196459719347,1.1405834513253934,-0.8382379840371786,-2.0417009043303986,False,2012,8,35,4,3,24339.84,11907.686699999997,12432.153300000004,1,3.408972959917445,1
10,7,-0.16752755217760468,-0.5648368376979053,-0.46460201899673853,-1.1265356941009723,0.5596064825744509,True,2010,12,52,4,4,61731.5,52324.50349999996,9406.996500000037,1,2.5790471117823714,0
14,5,1.0523047971604909,-0.7556443676432053,-0.7023264976178152,0.29574969477235385,0.4098716443350342,True,2010,11,47,4,4,121762.96,104306.0862,17456.8738,1,4.787461976620393,1
14,95,1.0523047971604909,1.2413298946252163,0.24857141686649142,0.5089971456339041,0.38840428401397037,False,2012,7,27,4,3,140660.4,121637.75670000009,19022.64329999991,1,5.2170174232245055,1
14,91,1.0523047971604909,0.8201439549448246,0.31618113096973277,0.5081126415022683,0.3256122550748606,False,2012,6,26,4,2,63397.15,80563.64679999997,-17166.49679999997,1,-4.711163089855589,1
